"Git revsion of specification repo:","c1def241eef538f02034aafa23f95fb0489eb10f"
Nr,Name,"constants","deadlock","deferred_sets","definitions","dynamic_assertions","enumerated_sets","file","formalism","invariant-violated","invariants","number-of-states","number-of-transitions","operations","properties","sha256","static_assertions","variables"
2685,"Machine_B.mch",0,true,0,0,0,0,"./prob-examples/B/Pragmas/package_pragma/b/bb/Machine_B.mch",b,false,0,1,1,0,0,"f06c6bbc0403bb7d7573d391b740518939eaa88089a39f8d2d99d223ebeb9463",0,0
2686,"SymbolicPragmas.mch",2,true,0,1,0,0,"./prob-examples/B/Pragmas/SymbolicPragmas.mch",b,false,0,2,2,0,2,"55aaa2f0060843b970a1de58dc41edf0d3741d3faff35c868a71370b778d9b36",6,0
2687,"SymbolicInsideDEF.mch",1,false,0,1,0,0,"./prob-examples/B/Pragmas/SymbolicInsideDEF.mch",b,false,0,2,18,2,1,"b9a238f47ae46b0a71309ec82ba27d5affb78f253137004298283ca53d36094f",0,0
2688,"FilePragma.mch",5,true,0,0,0,1,"./prob-examples/B/Pragmas/FilePragma.mch",b,false,0,2,2,0,6,"1cff2f8dee2b0b181de4039d3abd3a9c4069351752727f1db5bbfc2e0feb1916",0,0
2689,"ID.mch",0,true,0,0,0,1,"./prob-examples/B/Pragmas/Files/ID.mch",b,false,0,1,1,0,0,"e44ef20393e3be4a75d1d27ac7758005a346388cf97253272152ddd30194227f",0,0
2690,"IntegerConstants.mch",3,true,0,0,0,0,"./prob-examples/B/Pragmas/Files/IntegerConstants.mch",b,false,0,2,2,0,3,"81dd12ce051a477a065aaa75a2891c18f594736ee5bc9baf6df03ad437a121ea",0,0
2691,"M1.mch",,unknown,,,,,"./prob-examples/B/Pragmas/importPragma/foo/M1.mch",b,unknown,,unknown,unknown,,,"8c6489efc2ae389b008b0690a83a8eb4d8b704c39b7a3866e6d71848621a1642",,
2692,"M11.mch",,unknown,,,,,"./prob-examples/B/Pragmas/importPragma/foo/M11.mch",b,unknown,,unknown,unknown,,,"1d67bea37e40409ef0918fb4f61ee8085ff7dc7af748e6f9e1d6343a59cd8ee0",,
2693,"M2.mch",0,true,0,0,0,0,"./prob-examples/B/Pragmas/importPragma/foo/bar/M2.mch",b,false,0,1,1,0,0,"bc52af8a69efe7854584e56ba8e2c4076fb429f5a5d228cf4160c7711a5bb192",0,0
2694,"EulerWayDisjunction.mch",3,unknown,0,4,0,0,"./prob-examples/B/Puzzles/EulerWayDisjunction.mch",b,unknown,0,unknown,unknown,0,5,"128a62ee6663a7a497df2a46fa1193f449f9064957b73b440d8e915dac32adde",0,0
2695,"Puzzle8_difficult.mch",2,false,0,23,0,0,"./prob-examples/B/Puzzles/Puzzle8_difficult.mch",b,false,1,181441,665282,5,4,"3752c4259a5d88582694a43470d74623d2cf49d21ebb5c92748ec6b7a7f18351",0,1
2696,"McCarthyMutilatedChessboard_MC.mch",2,true,0,7,0,0,"./prob-examples/B/Puzzles/McCarthyMutilatedChessboard_MC.mch",b,false,2,2901,5963,3,2,"d49b07152d5df8fac418b07d6710d012c8119b4822a31a6fe46f3fc91f45ab4b",0,2
2697,"SubsetSum2.mch",2,false,0,1,0,0,"./prob-examples/B/Puzzles/SubsetSum2.mch",b,false,0,2,8,1,3,"17e609d4668cc3686643ad1b980cea6a10bc4fbcb924237a1f1bd114f06dd301",0,0
2698,"SubsetSum.mch",2,false,0,1,0,0,"./prob-examples/B/Puzzles/SubsetSum.mch",b,false,0,2,8,1,3,"6b61416803856e0c53653dfd8e2745349dc29867e86e51aa8ba23a11cbb0abe4",0,0
2699,"Wegenetz.mch",1,true,0,2,0,1,"./prob-examples/B/Puzzles/Wegenetz.mch",b,false,1,1162,1528,2,1,"7160cfb51ae465973a103c04889494aefe7a647ecc8b52abf157f123b63692a4",0,2
2700,"BlocksWorldGeneric.mch",0,false,0,18,0,1,"./prob-examples/B/Puzzles/BlocksWorldGeneric.mch",b,false,1,501,2141,2,0,"7ddb5de23dc5d433128101d6de5431e3f6bd3151244f2dc5bb02476d4bdf9f2e",0,1
2701,"Hanoi8Sym.mch",1,false,1,15,0,0,"./prob-examples/B/Puzzles/Hanoi8Sym.mch",b,false,1,6562,19683,1,1,"24714ca3638ef236a15b111d42bfceb4eabe22a22fa2d7e980f19e04654c646e",0,1
2702,"StonePuzzle_v2.mch",3,false,0,0,0,0,"./prob-examples/B/Puzzles/StonePuzzle_v2.mch",b,false,0,48,1008,1,5,"ed7238116f8e7f3675154cacf6ddfadc9eb837c98d747b49bea2174696aae06b",0,0
2703,"DesertOilTruck.mch",2,true,0,2,0,0,"./prob-examples/B/Puzzles/DesertOilTruck.mch",b,unknown,3,unknown,unknown,5,2,"c6467118c85d0d3ae783b1ce5643271d0216f18d57551c4b3d8f5fec4d7ce94d",0,3
2704,"MagicSquareSimple.mch",2,false,0,15,0,0,"./prob-examples/B/Puzzles/MagicSquareSimple.mch",b,false,0,48,264,1,6,"3fcd898e4a90be725028a248f0545d7fb1c059fbbe4826988e1ddd1ddc6b2704",0,0
2705,"DesertOilTruck_InternalErr.mch",,unknown,,,,,"./prob-examples/B/Puzzles/DesertOilTruck_InternalErr.mch",b,unknown,,unknown,unknown,,,"6574db5b6930f15cf24655263dccbdfabb9425e5a56b94489bb2a4677a3142c0",,
2706,"GolombRuler2.mch",3,false,0,0,0,0,"./prob-examples/B/Puzzles/GolombRuler2.mch",b,false,0,20,300,2,5,"c78767a3f535c4a65ccd6458bc1323875efa7021469c2a2442d77c91499e4e9c",0,0
2707,"Minesweeper.mch",4,true,0,3,0,0,"./prob-examples/B/Puzzles/Minesweeper.mch",b,false,0,44,44,0,7,"aa507f78345380cc147dfc06f48dafd8034de261ba593aa1a0dca3a26df64df3",1,0
2708,"Minesweeper_v4.mch",4,true,0,31,0,0,"./prob-examples/B/Puzzles/Minesweeper_v4.mch",b,false,0,44,44,0,7,"fdaa90e48ae0ab74d124f48c8ee691c66e1606a9aaee8b10a66b7641fb077cc4",1,0
2709,"Labyrinth.mch",4,false,0,8,0,0,"./prob-examples/B/Puzzles/Labyrinth.mch",b,false,2,25,48,4,6,"91064ef217dd6e3070d75f65aa1d4eb29e1038845dd5834031519b6fb43ce1d0",0,2
2710,"EulerWay.mch",3,true,0,4,0,0,"./prob-examples/B/Puzzles/EulerWay.mch",b,false,0,176,176,0,5,"ccfcde97ec22901f74e414d5a58aae0dfbd71a0f259710c47ed0d756d46f7a58",0,0
2711,"EulerOfficers_Flat.mch",3,unknown,0,1,0,0,"./prob-examples/B/Puzzles/EulerOfficers_Flat.mch",b,unknown,0,unknown,unknown,0,8,"f33a5ff11abc2d24c6e8bdae1b00a6b1a829da13decc23d7f43eaae7a9eafaae",0,0
2712,"Puzzle8.mch",2,false,0,16,0,0,"./prob-examples/B/Puzzles/Puzzle8.mch",b,false,1,181441,1028162,7,4,"23732cbd328155bfa2c1c58c7ed9ac53844096268226e223b07d471dd2ca7d40",0,1
2713,"NQueens_Completion.mch",1,false,0,8,0,0,"./prob-examples/B/Puzzles/NQueens_Completion.mch",b,false,1,95,282,2,1,"b85bc799e9091b92ff0c2b3978e9fcaea9bb898d486b2f27f5ca1805ddf7b2d4",0,1
2714,"CrewAllocation.mch",2,false,0,8,0,2,"./prob-examples/B/Puzzles/CrewAllocation.mch",b,false,1,344,1716,2,5,"9e2ce69aca8189eaa948805832290b497760a5b26a7eb1397eb894130df33362",0,1
2715,"SendMoreMoney.mch",8,false,0,12,0,0,"./prob-examples/B/Puzzles/SendMoreMoney.mch",b,false,0,2,4,2,12,"2d14ac29911a4d7180f5aa2a2949987a2e468ec396254e6c01c7042e1cbb9378",0,0
2716,"GardnerSwitchingPuzzle.mch",1,false,0,1,0,2,"./prob-examples/B/Puzzles/GardnerSwitchingPuzzle.mch",b,false,3,211,510,4,1,"4f5252b39a681703448acbdc23cfcc7e450484521c9855aad51e6832924a62b5",0,1
2717,"ApplesOranges_v2.mch",5,true,0,0,0,2,"./prob-examples/B/Puzzles/ApplesOranges_v2.mch",b,false,0,2,2,0,5,"b87ec04cf1cfd6c721003ccfa7963c02f3dc4d73bc0c6da7f2ceaa57e30ba24c",0,0
2718,"LatinSquares.mch",1,true,0,14,0,0,"./prob-examples/B/Puzzles/LatinSquares.mch",b,false,1,262230,1775873,2,1,"38e837760060e964fccae4dd552de24e3257f82fd25605e6fe7b1eff010d317e",0,1
2719,"NQueens40_perm.mch",2,unknown,0,9,0,0,"./prob-examples/B/Puzzles/NQueens40_perm.mch",b,unknown,0,unknown,unknown,1,3,"b04197bb4d56d3fe894cb3ffefb25c8daa456b95a3b878f12b8ff424e67f6be7",0,0
2720,"KissPassion.mch",7,false,0,0,0,0,"./prob-examples/B/Puzzles/KissPassion.mch",b,false,0,2,3,1,9,"6135e808993f08df6adb2afb5d481775565fb7fb8cfa655a48db31dad90234a7",0,0
2721,"Dodecahedron_Setup_TotalFun.mch",2,unknown,0,4,0,2,"./prob-examples/B/Puzzles/Dodecahedron_Setup_TotalFun.mch",b,unknown,0,unknown,unknown,0,8,"8c713c12fc542f576ea15b3d04fb7f867329e3a0534a5068fa0548d2c60da7aa",0,0
2722,"McCarthyMutilatedChessboard.mch",7,true,0,2,0,0,"./prob-examples/B/Puzzles/McCarthyMutilatedChessboard.mch",b,false,0,4,4,0,8,"c1930aa95ee603feea5c3f3c4ee03b4765bd8def9a99b0f9bc0e1c161fc8f7ab",10,0
2723,"Dodecahedron_Setup.mch",1,unknown,0,5,0,2,"./prob-examples/B/Puzzles/Dodecahedron_Setup.mch",b,unknown,0,unknown,unknown,0,5,"988c6b00029fa6a64ed5036fa077494164d805561d8eec34ccfc3728e65c53c7",0,0
2724,"NQueensMAXINT.mch",2,true,0,3,0,0,"./prob-examples/B/Puzzles/NQueensMAXINT.mch",b,false,0,0,0,1,3,"eec2452e8083d326615b3b02fc8cd3cdb4a88bd292e04d3422d913d14a750ef2",0,0
2725,"Queens.mch",1,true,0,5,0,0,"./prob-examples/B/Puzzles/Queens.mch",b,false,1,7777,36277,2,1,"a8e199cc6152641ff957a6c7b5d489552296786819e1cdcb371514ecfe16f658",0,1
2726,"NQueensModelCheck.mch",1,true,0,8,0,0,"./prob-examples/B/Puzzles/NQueensModelCheck.mch",b,false,2,55,55,1,1,"ecef9135195e94b805eaf12fcad89e2d56708e781c4e136df705db97dc818602",0,2
2727,"KnightsTour_tlc.mch",1,true,0,8,0,0,"./prob-examples/B/Puzzles/KnightsTour_tlc.mch",b,false,3,508462,678084,1,1,"7dda9763efd86d92b41bec88a634a54e89363570bca41c64a760fdebf2f8355a",0,3
2728,"Farmer.mch",1,false,0,4,0,1,"./prob-examples/B/Puzzles/Farmer.mch",b,false,1,17,38,3,2,"7b366fd850ee36adc8e13317b64187380894274f988a57af4c4747bf21545850",0,2
2729,"NinePrisoners.mch",1,unknown,0,17,0,0,"./prob-examples/B/Puzzles/NinePrisoners.mch",b,unknown,0,unknown,unknown,1,5,"3878bc8e1694dc4459cc2f7a44f4343adbd3be6722f3301008d14bff7c0ee91d",0,0
2730,"Pigenhole.mch",2,true,2,1,0,0,"./prob-examples/B/Puzzles/Pigenhole.mch",b,false,0,0,0,0,4,"4eb17430b85fbe7b464cb88a33289d096040f3d0fb22b7ac16da3ac4ad776e7f",0,0
2731,"WhoKilledAgatha.mch",4,false,0,0,0,1,"./prob-examples/B/Puzzles/WhoKilledAgatha.mch",b,false,0,12,18,1,11,"485f03b28b81c6d567b1236153bd8cdedafb215d281de9b5c5a137df0ff79efc",1,0
2732,"GolferSchoolGirls_v4.mch",2,unknown,0,9,0,0,"./prob-examples/B/Puzzles/GolferSchoolgirls/GolferSchoolGirls_v4.mch",b,unknown,0,unknown,unknown,0,6,"d88a2f8e4b1fd9e576624c21d187ab0facb6030cf86f8a124c38ffef52b0fb64",0,0
2733,"GolferSchoolGirls.mch",3,unknown,2,4,0,0,"./prob-examples/B/Puzzles/GolferSchoolgirls/GolferSchoolGirls.mch",b,unknown,0,unknown,unknown,0,8,"e87065ead20836bf9186975cc56bcb1324e1f63683cb5b5ce9e9eb6a32b81c5e",2,0
2734,"GolferSchoolGirls_v3.mch",2,unknown,0,7,0,0,"./prob-examples/B/Puzzles/GolferSchoolgirls/GolferSchoolGirls_v3.mch",b,unknown,0,unknown,unknown,0,6,"1fbf8f63955acc4d2c969f8ec87275394e8cba90bbf00ddf54daf581ef7ba6b0",0,0
2735,"GolferSchoolGirls_v2.mch",1,unknown,2,0,0,0,"./prob-examples/B/Puzzles/GolferSchoolgirls/GolferSchoolGirls_v2.mch",b,unknown,0,unknown,unknown,0,6,"b33b4ece1eef1daeda9d1892db64a803ed71ec8d6b45ccf80e05e29cb0fc71e4",0,0
2736,"EulerOfficers6.mch",3,unknown,0,11,0,0,"./prob-examples/B/Puzzles/EulerOfficers6.mch",b,unknown,0,unknown,unknown,0,26,"ff4d6ddcaee83c043ffb7c9b42df3409ca1c2b4fc0c9b961596f63e9b8f4769b",1,0
2737,"Euler_Problem_067_ModelCheck.mch",2,true,0,2,1,0,"./prob-examples/B/Puzzles/Euler_Project/Euler_Problem_067_ModelCheck.mch",b,false,2,101,101,1,2,"e1ca3f142b77e64cd2ba19f19f54fd856e1f4e565a559119d852d68f2f734dc0",1,2
2738,"Euler_Problem_067.mch",4,true,0,2,0,0,"./prob-examples/B/Puzzles/Euler_Project/Euler_Problem_067.mch",b,false,0,2,2,0,6,"79f33ce4a2072ed5731c90f70150c29f3f69c191fbcc795eb1347a861ebd4dae",2,0
2739,"Euler_Problem_004.mch",4,true,0,0,0,0,"./prob-examples/B/Puzzles/Euler_Project/Euler_Problem_004.mch",b,false,0,2,2,0,4,"6c7e38e3ee5645625ebd3c0f87a6d67a07b5d2676c3c95ea46160cbe55746064",4,0
2740,"Euler_Problem_018.mch",4,true,0,0,0,0,"./prob-examples/B/Puzzles/Euler_Project/Euler_Problem_018.mch",b,false,0,2,2,0,6,"8873a959b1734cdbbbb11a5bfbffd59a603d9f575144dd32465d3fb4c6ccb8e5",0,0
2741,"Euler_Problem_018_ForKodkod.mch",4,true,0,1,0,0,"./prob-examples/B/Puzzles/Euler_Project/Euler_Problem_018_ForKodkod.mch",b,false,0,0,0,0,8,"739888d2c7c8bd30b97732e1cccb279adb32f4fef07f9e4ee988ac9345b8f5c7",0,0
2742,"Euler_Problem_067_ForKodkod.mch",5,true,0,0,0,0,"./prob-examples/B/Puzzles/Euler_Project/Euler_Problem_067_ForKodkod.mch",b,false,0,2,2,0,8,"45320d0dfc688ca41ae8a46d2c48e3e9dc2fbd1cc0147567638f286d0a551024",0,0
2743,"Euler_Problem_001.mch",3,true,0,0,0,0,"./prob-examples/B/Puzzles/Euler_Project/Euler_Problem_001.mch",b,false,0,2,2,0,3,"ace2f7e0a4a0eeba82c1b83c5074bdbc001e3912dd2d70cf5481008d25aec27b",0,0
2744,"Euler_Problem_009.mch",4,true,0,0,0,0,"./prob-examples/B/Puzzles/Euler_Project/Euler_Problem_009.mch",b,false,0,2,2,0,8,"683fd1a3261c68bd83da737f00276e9907da7b261d0c3a06569ff92b758b7b44",0,0
2745,"CrewAllocationConstants.mch",3,unknown,0,8,0,2,"./prob-examples/B/Puzzles/CrewAllocationConstants.mch",b,unknown,0,unknown,unknown,2,10,"5482501553169be94746ffe48b1f68444be880b19b4f2c7695ab6d5ab8d2535a",0,0
2746,"Puzzle3.mch",2,false,0,10,0,0,"./prob-examples/B/Puzzles/Puzzle3.mch",b,false,1,13,38,5,4,"46cca77869fb8afac30cdc39adbce6983144eb27af3a6e40c9d9141a6fb961e8",0,1
2747,"NQueens100.mch",2,unknown,0,9,0,0,"./prob-examples/B/Puzzles/NQueens100.mch",b,unknown,0,unknown,unknown,1,3,"c9ab450c54fdf78a2befc8f0e1fb875b98c786a124f7a59c94ffb2fa18bf39e6",0,0
2748,"TennisTournament_SET.mch",7,unknown,1,21,0,0,"./prob-examples/B/Puzzles/TennisTournament_SET.mch",b,unknown,0,unknown,unknown,1,11,"4faa3da06433b0ff8576d88162023e9ac1704a884e9737ca8cff58a3d6ae3a08",0,0
2749,"LionsWolvesGoats.mch",10,true,0,1,0,0,"./prob-examples/B/Puzzles/LionsWolvesGoats.mch",b,false,0,2,2,0,16,"278635eb8e68ae7d40e679c07c238f2246f9b04504aba2a1cded6fc3f077e196",0,0
2750,"SudokuAsConstantNoSolution.mch",1,true,0,18,0,0,"./prob-examples/B/Puzzles/SudokuAsConstantNoSolution.mch",b,false,0,0,0,2,36,"1a07124bfc2b4f6b97d06f4b2f524a044d8e838a0be58089f9bc9c25beac37f9",0,0
2751,"Sum9.mch",5,true,0,0,0,0,"./prob-examples/B/Puzzles/Sum9.mch",b,false,0,16,16,0,8,"fe2e9d1a5a53f5a488fca5d42e4df6f1ef3f6c40eaef72fb406793febc5594ad",0,0
2752,"LatinSquaresBig.mch",1,unknown,0,12,0,0,"./prob-examples/B/Puzzles/LatinSquaresBig.mch",b,unknown,1,unknown,unknown,3,2,"1fc2337d7021df54328038933545ea61796ef55821d792dbb3b064e2b0367364",0,2
2753,"RushHour_MultiMove.mch",8,false,0,15,3,0,"./prob-examples/B/Puzzles/RushHour/RushHour_MultiMove.mch",b,false,2,4781,37384,4,17,"832db99b541705a3c06654508e0e4de19923d2493e2e04d72e1eb3e5dc1bb91d",0,2
2754,"SudokuAsConstantSegFault.mch",1,unknown,0,2,0,0,"./prob-examples/B/Puzzles/SudokuAsConstantSegFault.mch",b,unknown,0,unknown,unknown,2,2,"c58f0f477a2830addae1c0870a92f180092f0c955087ca3311aa9acbf09c4e20",0,0
2755,"NoNeighboursProblem.mch",2,false,0,0,0,1,"./prob-examples/B/Puzzles/NoNeighboursProblem.mch",b,false,0,5248,26243,2,3,"5018237c0c8e1d7993dd76f86fc13610c161c3eaec0d24ad54b4c73d854583d6",0,0
2756,"NQueens40.mch",2,unknown,0,9,0,0,"./prob-examples/B/Puzzles/NQueens40.mch",b,unknown,0,unknown,unknown,1,3,"141b00206475e396bc17958026e951db36e6e295ae2da811ed76be5474f86311",0,0
2757,"NQueens50.mch",2,unknown,0,9,0,0,"./prob-examples/B/Puzzles/NQueens50.mch",b,unknown,0,unknown,unknown,1,3,"115a5729338692bbacf29d093edd1a770c554e7c275b169f63be2b8eff684fb5",0,0
2758,"JustQueens_FindOptimal_CBC.mch",6,unknown,0,16,0,0,"./prob-examples/B/Puzzles/PeaceableQueens/JustQueens_FindOptimal_CBC.mch",b,unknown,0,unknown,unknown,0,16,"724a6594d3ccfb62018992b739186786d35e437e97da651eaefc803d06c148d8",0,0
2759,"JustQueens.mch",6,unknown,0,14,0,0,"./prob-examples/B/Puzzles/PeaceableQueens/JustQueens.mch",b,unknown,0,unknown,unknown,0,15,"8f981de20b8c5f70fe031d41777d1bcca9883cb609375de5479b411a3ee92f73",0,0
2760,"JustQueens_FindOptimal_MC.mch",1,unknown,0,14,1,0,"./prob-examples/B/Puzzles/PeaceableQueens/JustQueens_FindOptimal_MC.mch",b,unknown,5,unknown,unknown,1,1,"16089ca7e2bec9911d5dd0eb6be7506b4058c20646d08c6a9e1c95da9b60c095",0,5
2761,"JustQueens_Deferred.mch",5,unknown,2,14,0,0,"./prob-examples/B/Puzzles/PeaceableQueens/JustQueens_Deferred.mch",b,unknown,0,unknown,unknown,0,14,"63c28b4b9ba516aff57f028add1d136ded6150e7abd9b34e754f577e53b184cb",0,0
2762,"JustQueens_MC.mch",2,true,0,15,0,0,"./prob-examples/B/Puzzles/PeaceableQueens/JustQueens_MC.mch",b,unknown,11,unknown,unknown,4,2,"453f6110325cbc8db5b2a7a9629497d08087f437cfefb09f355cf855e7e9438d",0,10
2763,"NineQueensAndKingBW.mch",6,unknown,0,13,0,0,"./prob-examples/B/Puzzles/PeaceableQueens/NineQueensAndKingBW.mch",b,unknown,0,unknown,unknown,0,26,"dc2a0fd512a5be199317e428e9965ed53e1ebd8e9e5bd7e10cb5266374009537",0,0
2764,"JustQueens_8_8.mch",6,true,0,14,0,0,"./prob-examples/B/Puzzles/PeaceableQueens/JustQueens_8_8.mch",b,unknown,0,unknown,unknown,0,15,"13e21bd88c97b4c572ffeea62c974c7183043dc0745dfbfbe032955f2c98437a",0,0
2765,"CopySavePasteTools.mch",10,false,0,14,0,0,"./prob-examples/B/Puzzles/CopySavePasteTools.mch",b,false,0,14,49,5,12,"07e477ec9c3d19ba084a010d3c6cf48f51be92e97ff92ef3f082956476a13e23",0,0
2766,"potter_mc.mch",3,false,0,2,0,1,"./prob-examples/B/Puzzles/PotterKata/potter_mc.mch",b,false,1,507,3100,2,4,"564e00f8ec7430088eab2a2d83342d50d74b3e49c01f658a9ef8fd6a2ee75057",0,3
2767,"TwoQueensSevenKnights.mch",3,false,0,26,0,0,"./prob-examples/B/Puzzles/TwoQueensSevenKnights.mch",b,false,0,48,888,5,8,"a46c156603e1d1202838abf1d040ab5b8fea43989a581cab0974b98a0a8507e3",1,0
2768,"Dodecahedron_Coloring.mch",2,true,0,2,0,2,"./prob-examples/B/Puzzles/Dodecahedron_Coloring.mch",b,false,0,120,120,0,6,"4f15e9ea06db1f44a9a4addf58b703a5ccdb4332e5f7175cf830925f9faec75f",2,0
2769,"Tischordnung.mch",3,false,0,0,0,1,"./prob-examples/B/Puzzles/Tischordnung.mch",b,false,0,2,7,1,4,"86fcb6c9f298608bc02cf2a0b829d875c21ce0512a21c62d5e1bee481382892a",0,0
2770,"Hanoi6.mch",1,false,1,14,0,0,"./prob-examples/B/Puzzles/Hanoi6.mch",b,false,1,730,2186,1,2,"9a2d0cd8395629ff2cf1a9c843f2b1b0502421d20a3ee4d1ef59118cb2905bc9",0,1
2771,"SudokuAsConstantVeryHard.mch",1,false,0,18,0,0,"./prob-examples/B/Puzzles/SudokuAsConstantVeryHard.mch",b,false,0,2,84,2,29,"7b196514475e83f0522ffae5ba7e32ec58518378cf8f36966b1e9b2814e32fa0",0,0
2772,"ChainLinkPuzzle.mch",1,unknown,1,2,0,0,"./prob-examples/B/Puzzles/ChainLinkPuzzle.mch",b,unknown,0,unknown,unknown,2,5,"30f125b7b06651a5267799c4df6ca1117d79c95db0950e9743c239687cb08b9c",0,2
2773,"StonesPuzzle.mch",4,true,0,0,0,0,"./prob-examples/B/Puzzles/StonesPuzzle.mch",b,false,0,2,2,0,9,"5755e747f0bf0361ce60bc35230d68b5c7061892fab921bc165c7fa0109140e1",0,0
2774,"Tantris.mch",1,false,0,15,0,1,"./prob-examples/B/Puzzles/Tantris.mch",b,false,2,1555,14704,4,1,"3846da7ab12e77ae8f144372822481dba9775fc612e7463360be43e43cc73907",0,2
2775,"HandshakeSimple.mch",2,true,0,2,0,1,"./prob-examples/B/Puzzles/HandshakeSimple.mch",b,false,0,16,16,0,4,"286b6e53d89c9119db25c0d7ee5e2a38a53cea82b11b520278c193162ebbc69a",2,0
2776,"GardnerSwitchingPuzzle_v2.mch",2,false,0,1,0,2,"./prob-examples/B/Puzzles/GardnerSwitchingPuzzle_v2.mch",b,false,3,211,510,2,2,"eadd4bc2f6921b56c974dcbc3ba9bf11e29f591df939b75b62382f1449d28284",0,1
2777,"Tantris_1Tile.mch",0,false,0,11,0,1,"./prob-examples/B/Puzzles/Tantris_1Tile.mch",b,false,1,6,37,1,0,"69ce8d3a190ec838fb532903a222c5611dbdc9e3c30409f25e425f8a1663fd59",0,1
2778,"Maze.mch",4,false,0,11,0,0,"./prob-examples/B/Puzzles/Maze/Maze.mch",b,false,2,17,32,4,8,"d8f91b6827e37c77684fede387edeaa85c94e7b55877ad8da17da42c8e624bc3",0,2
2779,"Handshake.mch",2,unknown,0,2,0,1,"./prob-examples/B/Puzzles/Handshake.mch",b,unknown,0,unknown,unknown,0,3,"90fe63762d83f3b55384765d0070c0084c918f4f4ab754b8e4f032fd7d24a13b",2,0
2780,"Minesweeper_v2.mch",4,true,0,3,0,0,"./prob-examples/B/Puzzles/Minesweeper_v2.mch",b,false,0,44,44,0,8,"d23e82fcb57fd273470c6e20507129e538916dab9b24a386f48fa278bc7016ec",1,0
2781,"Bridges.mch",11,true,0,8,0,1,"./prob-examples/B/Puzzles/Bridges.mch",b,false,0,2,2,0,59,"4b728db85bdf28d7a9da873a68b92cacda519b9feb2fe31b19770c87633eb5ec",0,0
2782,"TennisTournament_v2.mch",7,unknown,0,23,0,0,"./prob-examples/B/Puzzles/TennisTournament_v2.mch",b,unknown,0,unknown,unknown,1,10,"6f323e51392bdc1e99439cad5c411805d7c3d1a3a76c64c9589951509c5fa5b5",0,0
2783,"Game2048.mch",11,unknown,0,12,0,0,"./prob-examples/B/Puzzles/Game2048.mch",b,unknown,1,unknown,unknown,3,11,"409427028ad8557915796b467f1a7e1cf808fc068909f41bf107f4b4f4da8193",16,1
2784,"DiceMovementPuzzle.mch",2,true,0,13,0,0,"./prob-examples/B/Puzzles/DiceMovementPuzzle.mch",b,false,4,19448,19448,2,2,"b51148aedee16f976801632617d392193d4ca9a14d5e5c306152f521e4feab2c",0,9
2785,"GolombRuler.mch",3,false,0,0,0,0,"./prob-examples/B/Puzzles/GolombRuler.mch",b,false,0,20,90,1,5,"9e6d77d0e564c0c5043a2fee5fe4603ca565e23680154d21edb30b6c0f6f63d3",0,0
2786,"VietnamSnakePuzzle.mch",9,true,0,1,0,0,"./prob-examples/B/Puzzles/VietnamSnakePuzzle.mch",b,false,0,40,40,0,13,"31797936b7f3332fb3c4fe04dc590408e074fb76d66b3b13d7c56f31569a118a",0,0
2787,"HandshakeSimple_TotFun.mch",2,true,0,1,0,1,"./prob-examples/B/Puzzles/HandshakeSimple_TotFun.mch",b,false,0,16,16,0,4,"c3b10302db660b964804145ee238f824af4cf2cb6c8e93350258a0ccdbc1bfaa",1,0
2788,"CherylsBirthday.mch",4,true,0,2,0,0,"./prob-examples/B/Puzzles/CherylsBirthday.mch",b,false,0,2,2,0,11,"fd0234f168b4adc58c68f70c6150c0baae0b02b9c95a5b7ff8148c547293f463",2,0
2789,"EulerOfficers.mch",3,true,0,11,0,0,"./prob-examples/B/Puzzles/EulerOfficers.mch",b,false,0,20736,20736,0,26,"b611ebf94694eaef22250e871adcfef9d345b7a77e89426a83b79d921b0f03d3",1,0
2790,"WhoKilledAgatha_wrongassert.mch",4,false,0,0,0,1,"./prob-examples/B/Puzzles/WhoKilledAgatha_wrongassert.mch",b,false,0,12,18,1,11,"e20695a551b82a726b822d26565f9482adcfbdbb1129362e3ba8a66014e28901",2,0
2791,"gol.mch",,unknown,,,,,"./prob-examples/B/Puzzles/gol.mch",b,unknown,,unknown,unknown,,,"0ab53cadf2409fe7485c7bd0a3e48f69006f4374651da833fa78a9d303539d15",,
2792,"ColorTilePuzzle.mch",1,true,0,2,0,1,"./prob-examples/B/Puzzles/ColorTilePuzzle.mch",b,unknown,2,unknown,unknown,2,1,"034e0fd5dfa78bb7ffbeabcd2d8510bfa639908b61911eb3a5c08ca6ab6a02ce",0,2
2793,"RushHour_v2_TLC.mch",5,false,0,4,0,1,"./prob-examples/B/Puzzles/RushHour_v2_TLC.mch",b,false,4,4781,29890,4,5,"4092f8fbcf9f39133a9d953a6f71557ef36fcfccb65f2c98955862eee139d6aa",0,3
2794,"ApplesOranges.mch",5,true,0,0,0,2,"./prob-examples/B/Puzzles/ApplesOranges.mch",b,false,0,2,2,0,5,"1bd34acd64b7d0c85033f1f241595f1a025852a0094df29ee6c73b6fbc6fc68f",0,0
2795,"StableMarriagesLarger.mch",2,false,0,0,0,2,"./prob-examples/B/Puzzles/StableMarriagesLarger.mch",b,false,1,6,46,2,14,"26848db1ccb0c086dc99362d117a4884bf17a06aed760e7e9b1257f2d5bc4ff9",0,1
