"Git revsion of specification repo:","c1def241eef538f02034aafa23f95fb0489eb10f"
Nr,Name,"constants","deadlock","deferred_sets","definitions","dynamic_assertions","enumerated_sets","file","formalism","invariant-violated","invariants","number-of-states","number-of-transitions","operations","properties","sha256","static_assertions","variables"
2584,"SetLawsPow.mch",0,false,0,41,0,1,"./prob-examples/B/Benchmarks/SetLawsPow.mch",b,false,71,4096,36865,6,0,"4c886f81546b90417d4a0398ec25711833ed256057d2dc6151159374a3e3ccf2",0,3
2585,"M1.mch",0,false,0,7,0,0,"./prob-examples/B/Ivo/LTL/M1.mch",b,false,0,34,83,3,0,"372e772af16be7e5f2a947748e9cdace1a06342bf35fb3411459234a6a0c283a",0,2
2586,"Model_Machine_4_NoDeadlock_v5.eventb",15,unknown,13,0,0,0,"./prob-examples/B/Ivo/BenchmarksPOR/BPEL2B/Model_Machine_4_NoDeadlock_v5.eventb",eventb,unknown,31,unknown,unknown,15,23,"04a1afc49fb62a8f991074844faf6bb92634a4f86c19dd57dcdf15cde6e9b849",0,14
2587,"Model_Machine_4_NoDeadlock_v2.eventb",15,unknown,13,0,0,0,"./prob-examples/B/Ivo/BenchmarksPOR/BPEL2B/Model_Machine_4_NoDeadlock_v2.eventb",eventb,unknown,14,unknown,unknown,15,22,"fdfcf89144814f0cc4fd6d11ee84871a6ffbca1f4c010369c50fbfc7d0d9cc03",0,14
2588,"Model_Machine_4_NoDeadlock_v4.eventb",15,unknown,13,0,0,0,"./prob-examples/B/Ivo/BenchmarksPOR/BPEL2B/Model_Machine_4_NoDeadlock_v4.eventb",eventb,unknown,31,unknown,unknown,15,22,"5c2f304261f31212df15b95172cbf26f9b73de24d4e2db6a7caff98fff701717",0,14
2589,"Model_Machine_4_NoDeadlock_v3.eventb",15,unknown,13,0,0,0,"./prob-examples/B/Ivo/BenchmarksPOR/BPEL2B/Model_Machine_4_NoDeadlock_v3.eventb",eventb,unknown,26,unknown,unknown,15,22,"e1913af8a0246ba7c6485dfe2a4a5c1d910f172eac1086ada06eee8da83ef908",0,14
2590,"Model_Machine_4_NoDeadlock_v6.eventb",15,unknown,13,0,0,0,"./prob-examples/B/Ivo/BenchmarksPOR/BPEL2B/Model_Machine_4_NoDeadlock_v6.eventb",eventb,unknown,31,unknown,unknown,15,24,"873ee8fd4d68be8e90d9e8d90682b35e7f7651a96f11d53f5a99928ab60a0764",0,14
2591,"press_1_mch.eventb",0,false,0,0,0,1,"./prob-examples/B/Ivo/BenchmarksPOR/MechanicalPressMachine/press_1_mch.eventb",eventb,false,0,64,233,12,0,"4ce0334346f20cc1748fc5c5fcbadbc05f2a6e98f791d0e25634597a1a1c8001",0,6
2592,"press_6_mch.eventb",0,false,0,0,0,3,"./prob-examples/B/Ivo/BenchmarksPOR/MechanicalPressMachine/press_6_mch.eventb",eventb,false,0,176,697,20,0,"83373010bfaefdd40c2320cfc4ec4b3e0724350d3c4da8eb171df8909ad047fd",0,11
2593,"press_0_mch.eventb",0,false,0,0,0,1,"./prob-examples/B/Ivo/BenchmarksPOR/MechanicalPressMachine/press_0_mch.eventb",eventb,false,0,4,5,4,0,"a0db6e792134d322682520cf8da20b82a9a920fc61a82ffb503df835f5d22635",0,2
2594,"press_7b_mch.eventb",0,false,0,0,0,3,"./prob-examples/B/Ivo/BenchmarksPOR/MechanicalPressMachine/press_7b_mch.eventb",eventb,false,0,2816,18945,28,0,"36761fce38b2253a932d19f20861153eb326a3acd4c7fdbbae5aa0c29edd3861",0,15
2595,"press_2_mch.eventb",0,false,0,0,0,2,"./prob-examples/B/Ivo/BenchmarksPOR/MechanicalPressMachine/press_2_mch.eventb",eventb,false,0,256,1185,16,0,"c0c315b8f317603741d39a1ed93a69d530a70791329b623dd60ffb2c20bdabbb",0,8
2596,"press_5_mch.eventb",0,false,0,0,0,3,"./prob-examples/B/Ivo/BenchmarksPOR/MechanicalPressMachine/press_5_mch.eventb",eventb,false,0,160,649,20,0,"6e21e38fa1b681a473014ad47f927a5cde7d61da8a2d5d306472e3f13bf01f7f",0,10
2597,"press_4_mch.eventb",0,false,0,0,0,3,"./prob-examples/B/Ivo/BenchmarksPOR/MechanicalPressMachine/press_4_mch.eventb",eventb,false,0,448,2209,20,0,"3f8842924aedf545cda66088a9d29300a67b65d7c427def04281117b195a44d1",0,10
2598,"press_3_mch.eventb",0,false,0,0,0,2,"./prob-examples/B/Ivo/BenchmarksPOR/MechanicalPressMachine/press_3_mch.eventb",eventb,false,0,112,441,16,0,"cf20a3c396ded1bc8ad6e5ac82fbcc1c47acdd2a70fcffde070cc10dfc0d2f00",0,8
2599,"conc_3_mch_finite.eventb",1,false,1,0,2,0,"./prob-examples/B/Ivo/BenchmarksPOR/Concurrent_Program_Development/conc_3_mch_finite.eventb",eventb,false,38,202732,416219,12,1,"24a496854cebfabb2430866c67a34d5cd06cd4136059468c5442022807b64be2",0,22
2600,"conc_1_mch_finite.eventb",1,false,1,0,0,0,"./prob-examples/B/Ivo/BenchmarksPOR/Concurrent_Program_Development/conc_1_mch_finite.eventb",eventb,false,19,128562,290557,12,1,"274d14fc6325ad6b46772f0e0ad058047d2f40ab42d079166e8180c714f9fc8b",0,14
2601,"conc_4_mch_finite.eventb",1,false,1,0,2,0,"./prob-examples/B/Ivo/BenchmarksPOR/Concurrent_Program_Development/conc_4_mch_finite.eventb",eventb,false,45,202745,416259,10,1,"9e190a5eca4b8ad4cf04b8926aaa6f5d132143a001cececbb7bb3ca8ae5f01dd",0,25
2602,"conc_2_mch_finite.eventb",1,false,1,0,2,0,"./prob-examples/B/Ivo/BenchmarksPOR/Concurrent_Program_Development/conc_2_mch_finite.eventb",eventb,false,36,202732,416219,12,1,"e1b84a98f3ec88428c165c0bc529d4691d6799dab90f7cca85c84c602ef0bc59",0,21
2603,"SiemensMiniPilot_Abrial_mch_0.mch",0,false,0,2,0,1,"./prob-examples/B/Ivo/BenchmarksPOR/other/SiemensMiniPilot_Abrial_mch_0.mch",b,false,8,180,991,9,0,"808b1e582f27b1658bed2d5fe1626b6afda481c558aad0a947c050cbe7969b9c",0,9
2604,"CAN_BUS_tlc.mch",1,false,0,0,0,4,"./prob-examples/B/Ivo/BenchmarksPOR/other/CAN_BUS_tlc.mch",b,false,15,132599,340266,21,1,"4d956ddfa0791db3a55a4ba3d40d937850bf20b4a3eeb559387f6076c3a98c83",0,18
2605,"Cruise_finite1.mch",0,false,0,4,0,2,"./prob-examples/B/Ivo/BenchmarksPOR/other/Cruise_finite1.mch",b,false,25,1360,25696,26,0,"7220f2c6c9544caeda3d44dbe14dff8591c5baf41edbf6f97bcf6f299d4cc616",0,15
2606,"TokenRing.mch",1,unknown,1,2,0,0,"./prob-examples/B/Ivo/BenchmarksPOR/other/TokenRing.mch",b,unknown,0,unknown,unknown,4,1,"1487262d3a8acb9205d792f897967fc014090f5912093c9ab0e9da30e8481a0b",0,3
2607,"SetLawsNat.mch",0,false,0,51,0,0,"./prob-examples/B/Ivo/BenchmarksPOR/other/SetLawsNat.mch",b,false,97,32768,933889,12,0,"33c94c43e7d88a012e63775009f500bd7f329413b475709bc76371634a42d46f",0,3
2608,"ConcurrentCounters.mch",0,false,0,0,0,0,"./prob-examples/B/Ivo/BenchmarksPOR/other/ConcurrentCounters.mch",b,true,2,110812,325003,4,0,"fa80c2fb9f6e9c76937c1ecbc865f508b7aee52752b4b4e4bc9f3f8751e5e8ec",0,3
2609,"CSM.mch",0,false,0,0,0,0,"./prob-examples/B/Ivo/BenchmarksPOR/other/CSM.mch",b,false,15,76,209,13,0,"6ded8b1628d26ab4fae3fc47f9c44ea5d0551756bf5edacb0e23bf0cd09b7a32",0,14
2610,"Reading.mch",1,false,3,0,0,1,"./prob-examples/B/Ivo/BenchmarksPOR/other/Reading.mch",b,false,2,114,964,5,1,"87ce67a7da9d3e2c90e3c975f15de086c1456fbbef713a30da4d2afaf0b745a2",0,2
2611,"syspeterson.mch",0,false,0,0,0,0,"./prob-examples/B/Ivo/BenchmarksPOR/Peterson/syspeterson.mch",b,true,9,16,31,6,0,"d7b4e55300e92ce8916c0a464c3c2e848a40171248eb104b979de3811eec16d2",0,7
2612,"em_abs.mch",0,false,0,0,0,0,"./prob-examples/B/Ivo/BenchmarksPOR/Peterson/em_abs.mch",b,false,5,8,31,6,0,"05df69650757dff76109ba4487a1c8014c352dcb7d1600aacda5434bb217bcca",0,4
2613,"sieve_parallel_mch.eventb",11,false,0,0,0,0,"./prob-examples/B/Ivo/BenchmarksPOR/Sieve/sieve_parallel_mch.eventb",eventb,false,23,48486,174625,17,15,"e27250cabb9234621f2a417312b730310398e4a1e544129de0913d0f8757eb7a",0,28
2614,"phil_mch_v1_mch.eventb",0,false,0,0,0,1,"./prob-examples/B/Ivo/BenchmarksPOR/Concurrent/phil_mch_v1_mch.eventb",eventb,false,0,81,233,5,0,"5e43c60e9ce790f06f6e8d88ec28888d2a3d9f1dbd42b529544dce2d1f55d87d",0,4
2615,"fact_m_v1_mch.eventb",4,false,0,0,0,0,"./prob-examples/B/Ivo/BenchmarksPOR/Concurrent/fact_m_v1_mch.eventb",eventb,false,6,112184,380701,9,4,"4e269831dc5e2b36b422e05a385135f2ad8613c6b9dcbb76a69515c579787ee6",0,10
2616,"fact_m_v3_mch.eventb",4,false,0,0,0,0,"./prob-examples/B/Ivo/BenchmarksPOR/Concurrent/fact_m_v3_mch.eventb",eventb,false,6,812,2173,8,4,"a922d307f75b940a58c3b84d21386239b524b68f5388cd71ebc2c3e57f6d2e8f",0,10
2617,"Threads.mch",1,false,0,5,0,0,"./prob-examples/B/Ivo/BenchmarksPOR/Concurrent/Threads.mch",b,false,2,20809,41212,3,1,"65038ef0ce7864a984063cd8651e524bee85e3cd73a4b8e0049093104fe354b6",0,4
2618,"phil_mch_v2_mch.eventb",1,false,0,0,0,1,"./prob-examples/B/Ivo/BenchmarksPOR/Concurrent/phil_mch_v2_mch.eventb",eventb,false,4,2350,4527,21,2,"2a4fda85c68471a8dd44050a82e8de6c01432e673b29c8c691bb6c8bcdeeadaa",0,8
2619,"fact_m_v2_mch.eventb",4,false,0,0,0,0,"./prob-examples/B/Ivo/BenchmarksPOR/Concurrent/fact_m_v2_mch.eventb",eventb,false,6,112184,381510,9,4,"d4c4a2ce12d43202f4e4c90ab4f5b9ece8dc3ea1b70943c9f7cb5f0e836ec19e",0,10
2620,"Test2.mch",1,false,0,4,0,0,"./prob-examples/B/Ivo/Tickets/Test2.mch",b,false,0,6,81,5,1,"f01922513c51fdfd125190f4f4e552ce7bb19796a12fc788b753540cceb4105f",0,1
2621,"PruningActionsTest1.mch",0,unknown,0,0,0,0,"./prob-examples/B/Ivo/PruningActionsTest1.mch",b,true,2,unknown,unknown,3,0,"d83246960e21bd6a4b9fb3652999a794a44b51caa697dc4cf354828d37328f4b",0,3
2622,"Threads51.mch",1,false,0,2,0,0,"./prob-examples/B/Ivo/Threads51.mch",b,false,2,5409,10612,3,1,"da829af0e43eae2fd2e37c6650daf0aa5f52f25348d860afa1a2257e6fc82d14",0,4
2623,"SimpleSymmetryTest2.mch",0,false,1,1,0,0,"./prob-examples/B/Ivo/SimpleSymmetryTest2.mch",b,false,1,99,551,2,1,"44f2aa6dcde831062a02df087aeb342cb428bbad8489c2f0e10c8a64767892ba",0,2
2624,"PartialOrder_Test.mch",0,unknown,0,0,0,0,"./prob-examples/B/Ivo/PartialOrder_Test.mch",b,true,1,unknown,unknown,4,0,"0a4b440e9c5f200769f14eb7ce05cd705c65359f21f53b4bf3f95b88e2a9848e",0,4
2625,"PORTest_WriteDependencies.mch",0,true,0,0,0,0,"./prob-examples/B/Ivo/PORTest_WriteDependencies.mch",b,false,4,5,6,3,0,"5b0d47c548bced430046559a8743db83d03e9b1d09adf1dfed8ae94412292377",0,5
2626,"Threads.mch",1,false,0,8,0,0,"./prob-examples/B/Ivo/Threads.mch",b,false,2,33,52,3,1,"5d94cb70562c225077a269001fbd1b8efbd5717d928f96b546903732f44f72de",0,4
2627,"SelfDependencyOfEvents.mch",0,unknown,0,0,0,0,"./prob-examples/B/Ivo/SelfDependencyOfEvents.mch",b,true,1,unknown,unknown,1,0,"462e302d6fa406d8a6d5d66f8a6f102178d6aa9dfb26f935066d3c78c655c8d0",0,1
2628,"PruningActionsTest2.mch",0,true,0,3,0,1,"./prob-examples/B/Ivo/PruningActionsTest2.mch",b,false,2,60,129,3,0,"43f181b39c0006d9a0d3f6ac8e9281c81b1888a6d8bcad0b6eb49ee8970662ef",0,3
2629,"SleepSetsStudyCase.mch",1,true,0,1,0,0,"./prob-examples/B/Ivo/SleepSetsStudyCase.mch",b,false,4,10,17,4,1,"6a048c0feb072bcb71b77abdcc882a0916ef0d44b6afb664d8ef9955bdf7199e",0,4
2630,"BinomialCoefficientConcurrent.mch",2,false,0,0,0,0,"./prob-examples/B/Ivo/BinomialCoefficientConcurrent.mch",b,false,2,287,529,8,2,"ab30ee8c0a9ccf94e03c22338ca0c15d7c3ff5aea57eeee4a96f408a1257dca3",0,5
2631,"OtherSortOfDependencies.mch",1,true,0,0,0,0,"./prob-examples/B/Ivo/OtherSortOfDependencies.mch",b,false,2,9,12,2,1,"145c8fb78b67a72456d289df6dc4f5fa7b32a74c8551043e0c1ef0171874d50d",0,2
2632,"SkippingComplexGuardsEvaluation_mch_mx5000.eventb",1,false,0,0,0,0,"./prob-examples/B/Ivo/SkippingComplexGuardsEvaluation_mch_mx5000.eventb",eventb,false,15,7487,7488,16,1,"5827c9dc63054ba468d07ef9b00e4164d42170be7360c04e141c7ca29ba7effe",0,15
2633,"Ref4_ControllerHandle_mch.eventb",0,false,0,0,0,8,"./prob-examples/B/Ivo/BenchmarksPGE/abz_case_study/Ref4_ControllerHandle_mch.eventb",eventb,false,17,17256,100877,32,0,"43bd7040a29c5a9a6865b0e6e68b29674dbb69b5b4bd1af2bd720cc58b02c143",0,25
2634,"Ref1_Valve_mch.eventb",0,false,0,0,0,7,"./prob-examples/B/Ivo/BenchmarksPGE/abz_case_study/Ref1_Valve_mch.eventb",eventb,false,2,144,673,16,0,"c80e2d68c409828c1a211041e58e9f20a2be072c80f84c56c7d63267dc0a432d",0,6
2635,"Abrial_LandingGear2_m7_mch.eventb",3,unknown,0,0,7,1,"./prob-examples/B/Ivo/BenchmarksPGE/abz_case_study/Abrial_LandingGear2_m7_mch.eventb",eventb,unknown,75,unknown,unknown,51,9,"059f93dfc0fa407a6a265340c0b8478b90f7d334b3f571e6db780a27c5f83f98",0,30
2636,"Ref2_ControllerOutputs_mch.eventb",0,false,0,0,0,8,"./prob-examples/B/Ivo/BenchmarksPGE/abz_case_study/Ref2_ControllerOutputs_mch.eventb",eventb,false,3,1296,6337,24,0,"6da62c8c6a5fdd17b9923541dbd28a637f02e55eee9abce341d17d761d2c43eb",0,10
2637,"Ref3_ControllerSensors_mch.eventb",0,unknown,0,0,0,8,"./prob-examples/B/Ivo/BenchmarksPGE/abz_case_study/Ref3_ControllerSensors_mch.eventb",eventb,unknown,15,unknown,unknown,34,0,"3d03558af81688e20c677d574931b6395b2ce50f76404dae8cbd07e8769e3e2e",0,21
2638,"lift_solution.mch",2,false,0,18,0,3,"./prob-examples/B/Ivo/BenchmarksPGE/other/lift_solution.mch",b,false,11,58225,357146,21,16,"f45e345a089f1f83e0adfdd92de1db86e33abd47b48c8a3535d33a0afde75a23",0,10
2639,"CAN_BUS_tlc.mch",1,false,0,0,0,4,"./prob-examples/B/Ivo/BenchmarksPGE/other/CAN_BUS_tlc.mch",b,false,15,132599,340266,21,1,"4d956ddfa0791db3a55a4ba3d40d937850bf20b4a3eeb559387f6076c3a98c83",0,18
2640,"Cruise_finite1.mch",0,false,0,4,0,2,"./prob-examples/B/Ivo/BenchmarksPGE/Benchmarks/Cruise_finite1.mch",b,false,25,1360,25696,26,0,"53379ece660c38d1005cbe11219abb687b434cc95884d2787bd02918a54f2985",0,15
2641,"MutualExclusion_mch.eventb",0,false,0,0,0,1,"./prob-examples/B/Ivo/BenchmarksPGE/Benchmarks/MutualExclusion_mch.eventb",eventb,false,3,8,15,6,0,"7d168c1a9c69d2e7e41bdf7d62ae9166342644b74195c7b894a66ef8f59e93ba",0,3
2642,"ComplexGuards_Best_Case_mch.eventb",1,false,0,0,0,0,"./prob-examples/B/Ivo/BenchmarksPGE/Pathological/ComplexGuards_Best_Case_mch.eventb",eventb,false,20,99982,99983,21,1,"a2f0de6d5f52e272a4e9a70215b3a380ed8a6ae3b7367807f328129454a1c615",0,20
2643,"AllEnabled_Worst_Case_mch.eventb",1,false,0,0,0,0,"./prob-examples/B/Ivo/BenchmarksPGE/Pathological/AllEnabled_Worst_Case_mch.eventb",eventb,false,5,100001,550002,6,1,"f7620fd7d9963e871e3161bcc09747327dcdd56e3ee30f8bdb3a7a2e0df161d9",0,5
2644,"train_1_prob_POR_mch.eventb",4,false,0,0,3,2,"./prob-examples/B/Ivo/BenchmarksPGE/TrainAbrial/train_1_prob_POR_mch.eventb",eventb,false,14,24636,55370,8,16,"5ac93da1731957487dae7ebaa8656e3e105fafc89413d9271d36f74b4bbb43e1",0,7
2645,"ActivatingDepAction1.mch",0,true,0,0,0,0,"./prob-examples/B/Ivo/ActivatingDepAction1.mch",b,true,4,10,14,7,0,"5c37da9d8f8a5a82b1d35d7d8ea05a5d497147dc6d1cdf95536e9fd5f71b04d8",0,3
2646,"CycleDetections.mch",0,unknown,0,0,0,0,"./prob-examples/B/Ivo/CycleDetections.mch",b,true,2,unknown,unknown,4,0,"edbd2b29f28a820a13d182e92d052c47ac319d33c1f75b47a64cfab101c87664",0,2
2647,"PruningActionsTest2_LARGE.mch",0,unknown,0,0,0,1,"./prob-examples/B/Ivo/PruningActionsTest2_LARGE.mch",b,unknown,2,unknown,unknown,3,0,"71fd1263d66037319f02979fb8f216016610acb1846a294a9b56bcc8b7f0b998",0,3
2648,"BeverageVendingMachine.mch",1,false,0,10,0,0,"./prob-examples/B/Ivo/BeverageVendingMachine.mch",b,false,2,9,12,5,2,"f633da614ab652dfee7dceadd63a724479ebfe20c152a5d023df807b4ee07b9d",0,3
2649,"BridgeTransitions.mch",0,false,0,0,0,0,"./prob-examples/B/Ivo/BridgeTransitions.mch",b,false,1,54,104,5,0,"c941ed76fb70abb0484e4abaf8884216269fefa52a4c2444879c317545690b5c",0,3
2650,"DepEnabling.mch",0,true,0,0,0,0,"./prob-examples/B/Ivo/DepEnabling.mch",b,false,0,11,25,5,0,"0f521b114ed6543488ecf8dd22b13d720a32fe3d62a8a575d69e553423bf1afc",0,4
2651,"HDCP0_mch_mch.eventb",0,true,0,0,0,2,"./prob-examples/B/Ivo/HDCP/HDCP0_mch_mch.eventb",eventb,false,1,4,5,3,0,"ee296a4d7e0723126f5922bf91574118618bb21f6afa9cfad3102069ec4bc7ea",0,3
2652,"HDCP1_mch_mch.eventb",0,true,0,0,0,2,"./prob-examples/B/Ivo/HDCP/HDCP1_mch_mch.eventb",eventb,false,7,14,21,7,0,"14baeb600134d5af6971e9eaa26b61eff2635c90b18e48d432bc5f289f125039",0,8
2653,"SimplePartialOrderTest.mch",0,true,0,0,0,1,"./prob-examples/B/Ivo/SimplePartialOrderTest.mch",b,false,0,9,13,2,0,"0b7e7cf79c4c077e99734a0322935bb4c4f35dac8ff8c2dd6e3475ef50ec2bf3",0,2
2654,"phonebook5.mch",0,false,1,2,0,1,"./prob-examples/B/Ivo/BenchmarksEnablingAnalysis/other/phonebook5.mch",b,true,2,36,217,2,0,"a83c37f92d4052a4762831404758c53e33af69ace906b18eba09148885903f12",0,2
2655,"phonebook4.mch",0,false,2,2,0,0,"./prob-examples/B/Ivo/BenchmarksEnablingAnalysis/other/phonebook4.mch",b,true,1,2,14,2,0,"bb25f5eab0f1df6522e7b5f9bfe35ef34117b8f460da00224b3a8f4f23085a9c",0,1
2656,"Cruise_finite1.mch",0,false,0,4,0,2,"./prob-examples/B/Ivo/BenchmarksEnablingAnalysis/other/Cruise_finite1.mch",b,false,25,1360,25696,26,0,"53379ece660c38d1005cbe11219abb687b434cc95884d2787bd02918a54f2985",0,15
2657,"Lift.mch",0,unknown,0,0,1,0,"./prob-examples/B/Ivo/BenchmarksEnablingAnalysis/other/Lift.mch",b,true,1,unknown,unknown,3,0,"b3e9347b7c5d03435640a44e4e015555f15886e95d5e16a92ca7806c84ffba07",0,1
2658,"scheduler.mch",0,false,1,5,0,0,"./prob-examples/B/Ivo/BenchmarksEnablingAnalysis/other/scheduler.mch",b,false,4,35,156,5,0,"78c5c9f24f94203a8359aa20d8a95d2923e9db54be0cab8a41f560fce28c9b1a",0,3
2659,"USB_4Endpoints.mch",1,false,1,0,0,1,"./prob-examples/B/Ivo/BenchmarksEnablingAnalysis/other/USB_4Endpoints.mch",b,false,5,693,22018,38,1,"b241d5763c5fb883259e58da7f5ebbfe46ff92a5f8f10092560e19dc24c7d76a",0,4
2660,"RussianPostalPuzzle.mch",0,false,0,15,0,2,"./prob-examples/B/Ivo/BenchmarksEnablingAnalysis/other/RussianPostalPuzzle.mch",b,false,1,440,1227,4,0,"b245ad09a4a87a66175431a0ad1d95e435dc0d0aa5001ac5c929196058ca717c",0,5
2661,"CAN_BUS.mch",0,false,0,0,0,4,"./prob-examples/B/Ivo/BenchmarksEnablingAnalysis/other/CAN_BUS.mch",b,false,9,132598,340265,21,0,"19746f986d1653b2c9f246ca979637ce17204a3d984c7eb68848aa190b1d52d3",0,18
2662,"CarlaTravelAgencyErr.mch",1,unknown,0,2,0,10,"./prob-examples/B/Ivo/BenchmarksEnablingAnalysis/other/CarlaTravelAgencyErr.mch",b,true,18,unknown,unknown,10,1,"1acaccdd7c583a711e7a7a217ce8ffdb83d3f5e15668420f8465a772b0baf346",0,11
2663,"m2_mch.eventb",5,false,0,0,3,1,"./prob-examples/B/Ivo/BenchmarksEnablingAnalysis/Abrial_LandingGear3/m2_mch.eventb",eventb,false,24,193,448,11,31,"e133f11172cf2e81da99e9fd810617516c464e99169f82f855d6ea91dd68e5e3",3,9
2664,"m4_mch.eventb",6,true,0,0,8,1,"./prob-examples/B/Ivo/BenchmarksEnablingAnalysis/Abrial_LandingGear3/m4_mch.eventb",eventb,false,33,200002,200002,26,38,"f29e3cc08ab1b463d2f8f9ba8e80715ad0ec08f15b794449f1e3dff8ba1009df",3,21
2665,"m3_mch.eventb",6,unknown,0,0,4,1,"./prob-examples/B/Ivo/BenchmarksEnablingAnalysis/Abrial_LandingGear3/m3_mch.eventb",eventb,unknown,29,unknown,unknown,21,38,"d284657aea3a602e3077553339b449438346a5049c3a5825003d4766963ba162",3,20
2666,"m1_mch.eventb",5,false,0,0,2,1,"./prob-examples/B/Ivo/BenchmarksEnablingAnalysis/Abrial_LandingGear3/m1_mch.eventb",eventb,false,18,65,148,7,31,"ebe78bf3c376476e3a30653e450564f09554c3bf56c1cf99781e61131c37f59e",3,5
2667,"m0_mch.eventb",5,false,0,0,2,1,"./prob-examples/B/Ivo/BenchmarksEnablingAnalysis/Abrial_LandingGear3/m0_mch.eventb",eventb,false,15,33,64,6,31,"2d7a3ef760fc0681a9715103df0439140cb013287ca2747f2bbbcdd67a1417ce",3,3
2668,"m7_mch.eventb",3,unknown,0,0,7,1,"./prob-examples/B/Ivo/BenchmarksEnablingAnalysis/Abrial_LandingGear2/m7_mch.eventb",eventb,unknown,75,unknown,unknown,51,9,"059f93dfc0fa407a6a265340c0b8478b90f7d334b3f571e6db780a27c5f83f98",0,30
2669,"Ref4_ControllerHandle_mch.eventb",0,false,0,0,0,8,"./prob-examples/B/Ivo/BenchmarksEnablingAnalysis/ABZ_Landing_Gear_Journal/Ref4_ControllerHandle_mch.eventb",eventb,false,29,6282,31299,32,0,"50a418c7b426d85bb5424cc2b342e984bf7a3ee8d8f5987c40f000e3845a7ebf",0,26
2670,"Ref1_Valve_proven.eventb",0,false,0,0,0,7,"./prob-examples/B/Ivo/BenchmarksEnablingAnalysis/ABZ_Landing_Gear_Journal/Ref1_Valve_proven.eventb",eventb,false,2,144,673,16,0,"486b34cb85165123b5bede874460457587b827a44084c47ca828c385ed0a7db3",0,6
2671,"ModeleGS.mch",22,false,0,0,1,3,"./prob-examples/B/Ivo/BenchmarksEnablingAnalysis/DemoneyPourGS_V6/ModeleGS.mch",b,false,5,10,91,8,22,"eb651b6d6a49e83e9090376775926dd49073b70fdf1097a5b83f9e2c9f823835",0,8
2672,"cm1.mch",1,false,0,0,1,1,"./prob-examples/B/Ivo/BenchmarksEnablingAnalysis/MachineChocolat/cm1.mch",b,false,1,23,82,7,1,"bbd6660c6b92fa5a0bad9b07affcf1febf9f89bb21e3ccc28e1e06594b52a920",0,2
2673,"Peterson4.mch",2,unknown,0,1,0,0,"./prob-examples/B/Ivo/BenchmarksFairness/ProB/Peterson/Peterson4.mch",b,true,3,unknown,unknown,4,2,"61851e712103f0e71beff4a28cfb952bd57ed8886155874128022811ba0957c5",0,3
2674,"Peterson5.mch",2,unknown,0,1,0,0,"./prob-examples/B/Ivo/BenchmarksFairness/ProB/Peterson/Peterson5.mch",b,true,3,unknown,unknown,4,2,"e12d03898154e1e373f846c470ad59987d6f486b314054c45d7c747ba2a0add3",0,3
2675,"Peterson3.mch",2,unknown,0,1,0,0,"./prob-examples/B/Ivo/BenchmarksFairness/ProB/Peterson/Peterson3.mch",b,true,3,unknown,unknown,4,2,"44c5bfed7c08dc344cbbe5b5b046dad516dd9af573ea16d1520df07f6a8ab9ce",0,3
2676,"NoDisablings_mx5.eventb",1,false,0,0,0,0,"./prob-examples/B/Ivo/NoDisablings_mx5.eventb",eventb,false,5,3126,15627,6,1,"10ccee04fe76d648787f4a9edaac489a02c707cbb8e12478c6029cd58aba0cda",0,5
2677,"PGE_Deadlock.mch",0,true,0,0,0,0,"./prob-examples/B/Ivo/PGE_Deadlock.mch",b,true,2,3,5,3,0,"0a55ccd60352c4eabd11683ca0cc4ab4ab3a7bcd2d420ecd57ad51daeb69d567",0,1
2678,"ActivatingDepAction.mch",0,true,0,0,0,0,"./prob-examples/B/Ivo/ActivatingDepAction.mch",b,true,4,8,11,5,0,"f498de0c5761283adacbddae2202c3257960488ab7d8834f179d68963ae86fc7",0,3
2679,"SimpleSymmetrieTest.mch",0,true,1,0,0,0,"./prob-examples/B/Ivo/SimpleSymmetrieTest.mch",b,false,0,17,34,1,1,"b3c72674e3afef3f71777972ef31aa1ab4e24599066b8cc8870b0f88ced67ab3",0,1
2680,"CTLIssue.mch",0,true,0,2,0,0,"./prob-examples/B/Ivo/CTLIssue.mch",b,false,0,5,6,1,0,"222e7160eded18eb9c18f90945c941069cf50834f9ee628ebe7f4ab23502683e",0,1
2681,"AssertionPragmas.mch",3,true,2,0,0,1,"./prob-examples/B/Pragmas/AssertionPragmas.mch",b,false,0,28,28,0,5,"f600fd40abe7578cd354ea21cc721778adcbc504ceb9e3e22fb73427d1f25b1a",2,0
2682,"UnrecognisedPragma.mch",,unknown,,,,,"./prob-examples/B/Pragmas/UnrecognisedPragma.mch",b,unknown,,unknown,unknown,,,"8b51c3c38057bc81cb9a0f686fecef4f431f0ddca95887db8783cff61e5266b8",,
2683,"TestLabel.mch",0,false,0,0,1,1,"./prob-examples/B/Pragmas/TestLabel.mch",b,false,0,2,5,1,0,"d85e6504bf21b78f54881e819547a002c1067bdfb48d52f65b3423226582f955",4,1
2684,"Machine_A.mch",0,true,0,0,0,0,"./prob-examples/B/Pragmas/package_pragma/a/aa/Machine_A.mch",b,false,0,1,1,0,0,"0eeddb559140dd94f896f35a83c4c8d6c1ec8a361d2c4cc1bbeae63529f3cb91",0,0
